TIPO DE PRODUCTO:,Gravámenes Vigentes,Ad / Valorem,Impuesto Selectivo al Consumo,Impuesto General a las Ventas,Impuesto de Promoción Municipal,Derecho Específicos,Derecho Antidumping,Seguro,Sobretasa Tributo,Unidad de Medida:,Sobretasa Sanción,hs_code
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4012902000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4012903000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4013200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4013900000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4014100000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4014900000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4015901000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5307200000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5308100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5308200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5308900010
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5308900090
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5309110000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5309190000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5309290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5310100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5311000000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5401109000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5401201000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402310000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402320000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402510000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402520000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402610000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402620000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5403100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5405000000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6902900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6903109000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6903201000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6903901000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6903909000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,U 3,N.A.,6904100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6904900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6905100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6905900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6906000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6909110000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6909120000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6909900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6910900000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6911900000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6912000000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6913900000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,6914100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7001003000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7002100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7002200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7002310000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7002390000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7003121000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7003122000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7003191000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7003192000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7003200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7003300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7004200010
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7004900020
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7004900090
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7005219000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2940000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941101000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941102000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941103000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941301000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941302000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941309000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941500000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941901000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941903000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2941904000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2942000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3001901000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002903000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3003100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3003310000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3003390000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4015902000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4015909000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016100000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016910000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016930000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016951000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016952000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016991000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016993000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016994000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016996000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4016999000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,4017000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4101500000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4101900000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4102100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4102210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4102290000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4103200000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4103300000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4104110000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4104190000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4104410000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4104490000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4105100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4105300000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106210000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106220000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106310000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106320000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106910000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4106920000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4107110000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4107120000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4107910000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4107990000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,KG,N.A.,4113100000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407410000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407420000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407430000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407440000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,S,1.75%,0%,(*),N.A.,5407520000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,S,1.75%,0%,(*),N.A.,5407530000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,S,1.75%,0%,(*),N.A.,5407610000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407711000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407720000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407730000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,S,1.75%,0%,(*),N.A.,5407810000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,S,1.75%,0%,(*),N.A.,5407830000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407910000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407920000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5407940000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408100010
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408210000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408230000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408240000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408310000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408320000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408330000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5408340000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5501200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5503200000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5503400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5504100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5505100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5505200000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5506100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5506300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7005291000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7005300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7006000000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7007190000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7007210000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7007290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7008000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7009100000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7009910000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7009920000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7010100000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7010200000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7010901000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7010902000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7010903000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7010904000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3.5%,0%,(*),N.A.,7011100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3.5%,0%,(*),N.A.,7011200000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,3.5%,0%,(*),N.A.,7011900000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7013100000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7013910000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7013990000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7015100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7015900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7016100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7016902000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7016909000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7017100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,3%,0%,(*),N.A.,7017200000
